txn_id,timestamp,user_id,merchant_id,amount,utr,mcc,status,merchant_name,mcc_m,merchant_category,business_type,city,state,onboarding_date,settlement_account,merchant_status,declared_avg_ticket_size,complaint_id,user_id_cb,merchant_id_cb,transaction_timestamp,reported_timestamp,disputed_amount,reason_code,complaint_text,resolution_status,bank_response_timestamp,severity,channel,is_chargeback
TXN00018377,,USR39494,MCH1107,20775.59,UTR1346864702,5812.0,Success,,,,,,,,,,,,,,,,,,,,,,,0
TXN00003178,,USR85992,MCH6264,22043.0,UTR 8460490130,,Success,,,,,,,,,,,,,,,,,,,,,,,0
TXN00008737,,USR10560,MCH4646,9783.4,UTR8975330634,5812.0,COMPLETED,,,,,,,,,,,,,,,,,,,,,,,0
TXN00007213,2026-01-02 00:40:49,USR66464,MCH9769,6687.58,UTR1300996770,5411.0,SUCCESS,Yogi-Dixit,5411,GROCERY STORES,private_limited,amritsar,Punjab,,ITST4174155209610,Hold,"₹1,299.88",,,,,,,,,,,,,0
TXN00017017,,USR37353,MCH1208,7992.36,UTR0823062163,5411.0,S,,,,,,,,,,,,,,,,,,,,,,,0
TXN00012600,2026-02-11 22:08:19,USR63935,MCH4838,13945.95,UTR1953834705,7011.0,Success,,,,,,,,,,,,,,,,,,,,,,,0
TXN00006523,,USR93535,MCH3454,19815.57,UTR3864806127,5411.0,SUCCESS,,,,,,,,,,,,,,,,,,,,,,,0
TXN00002463,2026-01-16 18:03:48,USR47976,MCH3110,15588.91,UTR6892405551,5812.0,TXN_SUCCESS,,,,,,,,,,,,,,,,,,,,,,,0
TXN00013378,,USR64276,MCH1513,24248.44,UTR5460080522,5912.0,COMPLETED,,,,,,,,,,,,,,,,,,,,,,,0
TXN00004161,2026-01-27 19:02:15,USR35492,MCH7880,12866.39,UTR8257795933,,PENDING,Ben-Khare,04131,TRANSPORTATION,Individual,chennai,Tamil Nadu,20/01/2024,,ACTIVE,"INR 3,857.41",,,,,,,,,,,,,0
TXN00013699,,USR32477,MCH5382,5669.35,UTR0701569906,7011.0,TXN_SUCCESS,,,,,,,,,,,,,,,,,,,,,,,0
TXN00001506,2026-03-26 10:19:07,USR39079,MCH2234,9977.0,UTR0371717356,5912.0,Success,,,,,,,,,,,,,,,,,,,,,,,0
TXN00017634,2026-02-26 02:34:08,USR47176,MCH2207,0.15993,UTR 8925110800,4131.0,COMPLETED,,,,,,,,,,,,,,,,,,,,,,,0
TXN00013228,,USR49278,MCH5746,17905.14,UTR6248231605,5411.0,TXN_SUCCESS,,,,,,,,,,,,,,,,,,,,,,,0
TXN00015889,2026-01-25 01:17:34,USR59516,MCH6421,12800.58,UTR2799513471,,S,WadhwaLtd,5699,APPAREL,sole_proprietor,Bangalore,Karnataka,30/01/2024 09:37 PM,,Enabled,1782.12,,,,,,,,,,,,,0
TXN00006725,2026-01-20 09:48:23,USR15828,MCH2114,14905.64,UTR1952463281,4131.0,Success,,,,,,,,,,,,,,,,,,,,,,,0
TXN00006793,2026-03-04 21:05:34,USR71616,MCH4098,9967.98,UTR0945446856,,COMPLETED,,,,,,,,,,,,,,,,,,,,,,,0
TXN00008094,2026-03-16 08:36:16,USR70176,MCH1450,24402.2,UTR5688228364,5411.0,Success,"HORA, KUNDA AND DANI",5311,DEPARTMENT STORE,Sole Proprietor,ludhiana,Punjab,10-30-2023,XXXX1537,Disabled,1853.9,,,,,,,,,,,,,0
TXN00008116,,USR58627,MCH8540,7018.78,UTR0388598653,7011.0,COMPLETED,Tiwari Ltd,5999,OTHER,Sole Proprietor,Jaipur,Rajasthan,27/06/2024 07:54 AM,,A,,CBK0001449,USR21449,MCH 7397,27-Mar-2026,29/03/2026 03:23 PM,"19,544.30",login compromised,Customer says amount was debited twice.,Resolved,03-29-2026,P3,Email,1
TXN00008116,,USR58627,MCH8540,7018.78,UTR0388598653,7011.0,COMPLETED,Tiwari Ltd,5999,OTHER,Sole Proprietor,Jaipur,Rajasthan,27/06/2024 07:54 AM,,A,,CBK0000116,USR77356,mch8789,02-13-2026,19/02/2026,841.93,UNAUTHORISED,Suspicious high-value payment disputed by customer.,CLOSED,16-Mar-2026,Low,IVR,1
TXN00008116,,USR58627,MCH8540,7018.78,UTR0388598653,7011.0,COMPLETED,Tiwari Ltd,5999,OTHER,Sole Proprietor,Jaipur,Rajasthan,27/06/2024 07:54 AM,,A,,CBK0002772,USR80305,mch3781,2026-01-18 12:29:06,2026/01/20,"₹1,863.17",charged twice,User reports money deducted but merchant denies receiving payment.,Rejected,15/02/2026,P4,IVR,1
TXN00008306,,USR76083,MCH5028,5036.4,UTR6292296255,,Fail,,,,,,,,,,,,,,,,,,,,,,,0
TXN00000255,,USR70370,MCH6653,4245.62,UTR6919302822,5411.0,S,,,,,,,,,,,CBK0002789,USR59679,MCH6985,01-06-2026,2026/01/16,"2,178.80",Duplicate Debit,User says UPI PIN was not entered by them.,WIP,27/01/2026 03:04 PM,P3,chatbot,1
TXN00011285,,USR15616,MCH8667,21994.22,UTR 3580372837,4131.0,COMPLETED,,,,,,,,,,,,,,,,,,,,,,,0
TXN00002191,,USR24992,MCH2153,6514.57,UTR4626261461,5411.0,Success,"Dara, Vala and Venkatesh",5699,CLOTHS,partnership,Madras,Tamil Nadu,2023/06/21,,Live,-1608.19,,,,,,,,,,,,,0
TXN00000385,2026-01-21 18:04:02,USR57823,MCH3016,0.18379,UTR9181508936,5411.0,SUCCESS,,,,,,,,,,,,,,,,,,,,,,,0
TXN00012415,2026-03-07 16:13:10,USR46193,MCH8867,3578.19,UTR5341084205,5912.0,Initiated,,,,,,,,,,,,,,,,,,,,,,,0
TXN00013827,2026-01-22 06:10:44,USR26953,MCH5274,0.12266,UTR4960044909,5812.0,SUCCESS,Thakur and Sons,4814,TELECOM,SOLE-PROPRIETOR,chennai,Tamil Nadu,2025-04-21 09:59:18,,Active,983.36,,,,,,,,,,,,,0
TXN00000404,2026-02-23 23:02:02,USR70917,MCH6517,20663.17,UTR 2715061287,5912.0,Success,"Vig, Sen and Kumar",5699,CLOTHS,SOLE-PROPRIETOR,delhi,Delhi,2023/05/05,,Enabled,1024.93,,,,,,,,,,,,,0
TXN00017091,2026-01-11 01:34:51,USR51274,MCH1121,2249.97,UTR7181547104,7011.0,TXN_SUCCESS,,,,,,,,,,,CBK0001190,usr51699,MCH7327,17/02/2026,28/02/2026,2254.1,account hacked,User says UPI PIN was not entered by them.,OPEN,2026-03-11 02:20:08,HIGH,App,1
TXN00019065,,USR30355,MCH9736,1222.66,UTR0197627427,5812.0,S,sant plc,7011,HOTEL_LODGING,sole_proprietor,LKO,Uttar Pradesh,2024/12/07,4147851928,Active,1081.26,,,,,,,,,,,,,0
TXN00004782,2026-01-13 22:15:11,USR10692,MCH9264,4686.24,UTR2878382575,,COMPLETED,,,,,,,,,,,CBK0000342,USR30157,MCH5825,23-Jan-2026,26/01/2026,779.81,customer issue,Customer complaint text unclear due to poor call center notes.,Rejected,2026/02/07,MEDIUM,Call Center,1
TXN00008553,2026-02-25 09:45:11,USR55365,MCH7511,16209.0,UTR7198166382,5912.0,Success,,,,,,,,,,,,,,,,,,,,,,,0
TXN00019295,2026-02-14 01:32:44,USR21141,MCH8454,23785.62,UTR1048391771,4131.0,COMPLETED,,,,,,,,,,,,,,,,,,,,,,,0
TXN00016750,2026-02-07 15:15:11,USR41347,MCH9511,4582.5,UTR2766864199,5912.0,PROCESSING,,,,,,,,,,,,,,,,,,,,,,,0
TXN00014229,,USR92470,MCH3656,53.1,449548309272,4131.0,S,"Sani, Rajagopalan and Sachar",5411,GROCERY STORES,INDIVIDUAL,chennai,Tamil Nadu,26/11/2024,EFFS9159320721097,Active,901.19,,,,,,,,,,,,,0
TXN00017497,,USR28456,MCH6971,12003.34,UTR0056911545,5812.0,TXN_SUCCESS,,,,,,,,,,,,,,,,,,,,,,,0
TXN00008735,2026-01-06 07:04:58,USR85084,MCH4402,9652.63,UTR5298292829,7011.0,SUCCESS,,,,,,,,,,,,,,,,,,,,,,,0
TXN00019109,2026-03-17 00:23:35,USR49332,MCH7937,24539.0,UTR2467027333,5411.0,SUCCESS,,,,,,,,,,,,,,,,,,,,,,,0
TXN00000627,,USR70806,MCH9375,11568.74,UTR2791064926,,Fail,"Bhalla, Koshy and Sule",,BOOKS,INDIVIDUAL,LDH,Punjab,1690586170,XXXX7795,Inactive,924.32,,,,,,,,,,,,,0
TXN00016699,2026-01-03 07:11:26,USR49491,MCH2222,16678.37,UTR2323782705,5411.0,Success,,,,,,,,,,,,,,,,,,,,,,,0
TXN00009509,,USR69494,MCH6960,7212.42,UTR8931736373,,PENDING,DAS-DHAWAN,misc,FOOD_SERVICES,Partnership,Jaipur,Rajasthan,22/01/2023,,Active,"Rs. 1,832",,,,,,,,,,,,,0
TXN00018958,2026-03-22 12:01:52,USR40575,MCH9857,20358.0,UTR3525835458,4131.0,Declined,,,,,,,,,,,,,,,,,,,,,,,0
TXN00003775,2026-03-26 19:40:59,USR46329,MCH6793,16469.95,UTR0596639456,5812.0,Success,,,,,,,,,,,,,,,,,,,,,,,0
TXN00014151,2026-01-19 06:51:39,USR80723,MCH1658,15988.38,UTR1504123598,5411.0,S,khatri-mohanty,5812,RESTAURANTS,sole_proprietor,JPR,Rajasthan,2025/08/08,DGXZ0949885183603,Disabled,"INR 2,016.79",,,,,,,,,,,,,0
TXN00013411,,USR83675,MCH1116,3047.7,UTR8045331258,5411.0,Fail,,,,,,,,,,,,,,,,,,,,,,,0
TXN00011756,,USR81898,MCH4626,12702.28,UTR3657013958,4131.0,SUCCESS,,,,,,,,,,,,,,,,,,,,,,,0
TXN00016529,,USR97426,MCH4347,2720.95,UTR2779101420,5411.0,S,,,,,,,,,,,,,,,,,,,,,,,0
TXN00002483,2026-03-15 01:11:54,USR97014,MCH5451,23601.61,UTR0357390412,7011.0,S,Divan LLC,5411.0,GROCERY_STORE,PARTNERSHIP,JPR,Rajasthan,2025/05/14,,ACTIVE,2492.35,,,,,,,,,,,,,0
TXN00009125,2026-02-23 10:23:55,USR51515,MCH2600,9829.84,UTR2427182079,5812.0,COMPLETED,Prabhakar and Sons,5699,FASHION,PARTNERSHIP,kolkata,West Bengal,1734466363,1873277155,Active,-1712.51,,,,,,,,,,,,,0
TXN00010460,2026-01-12 09:48:47,USR63223,MCH3587,13104.59,UTR3180976482,5411.0,COMPLETED,  Sagar-Raval  ,7011,HOTEL_LODGING,partnership,Jalandar,Punjab,31/07/2024,,Enabled,"INR 1,064.25",,,,,,,,,,,,,0
TXN00013215,,USR98250,MCH6202,815.06,UTR8143323991,4131.0,Success,,,,,,,,,,,,,,,,,,,,,,,0
TXN00017655,,USR87626,MCH8666,4821.05,UTR0114052642,,TXN_SUCCESS,,,,,,,,,,,,,,,,,,,,,,,0
TXN00005413,2026-01-01 01:35:33,USR30535,MCH8214,18414.46,UTR1457728815,5812.0,Success,,,,,,,,,,,CBK0001071,USR 85761,MCH3171,01-29-2026,01/02/2026,,extra amount deducted,Suspicious high-value payment disputed by customer. details missing,PENDING_BANK,2026/02/14,Medium,chatbot,1
TXN00003223,,USR16198,MCH9535,2098.02,UTR9083125848,,Success,,,,,,,,,,,,,,,,,,,,,,,0
TXN00005303,2026-02-23 11:11:51,USR79472,MCH8558,19049.63,UTR3829262325,5411.0,Declined,"JHA, BHAT AND SWAMINATHAN",misc,MOBILE RECHARGE,SOLE_PROPRIETOR,bengaluru,Karnataka,13-Nov-2024,,ACTIVE,2933.92,,,,,,,,,,,,,0
TXN00019570,2026-01-23 07:57:03,USR65399,MCH3915,14781.56,UTR3742042838,7011.0,COMPLETED,,,,,,,,,,,,,,,,,,,,,,,0
TXN00004638,,USR58348,MCH9413,16561.22,UTR3841984329,7011.0,COMPLETED,,,,,,,,,,,CBK0001839,USR67862,MCH 8953,12/02/2026 09:49 AM,12/02/2026 11:49 AM,"₹1,651.94",extra amount deducted,User reports money deducted but merchant denies receiving payment.,IN_PROGRESS,17/02/2026,High,Email,1
TXN00011741,2026-02-24 23:08:48,USR31823,MCH1684,8065.11,UTR5759087424,5812.0,COMPLETED,,,,,,,,,,,,,,,,,,,,,,,0
TXN00009471,2026-03-12 08:22:19,USR52079,MCH4844,11631.23,UTR5032600094,5912.0,Success,Trivedi-De01,7011,HOTEL,INDIVIDUAL,bengaluru,Karnataka,2024-06-23 06:58:47,,ACTIVE,₹798.53,,,,,,,,,,,,,0
TXN00000216,2026-03-30 14:34:37,USR43105,MCH5600,5938.85,UTR5923648967,7011.0,SUCCESS,,,,,,,,,,,,,,,,,,,,,,,0
TXN00013916,2026-02-15 16:44:03,USR71133,MCH2828,18666.7,UTR1399449605,7011.0,S,,,,,,,,,,,CBK0000312,usr29758,MCH5655,2026-01-31 15:10:08,2026-02-10 22:10:08,804.06,dispute raised,Complaint received after multiple failed attempts.,Closed,03/03/2026,Medium,chatbot,1
TXN00009789,,USR79306,MCH7837,12558.27,UTR2103301230,5812.0,SUCCESS,Wali Group,,MISCELLANEOUS,Individual,kolkata,West Bengal,2023/06/03,,A,INR 803.03,,,,,,,,,,,,,0
TXN00004861,2026-01-07 21:28:11,USR96444,MCH7140,15639.58,UTR2931791960,4131.0,SUCCESS,,,,,,,,,,,,,,,,,,,,,,,0
TXN00014147,,USR50826,MCH5216,16503.47,UTR7351388555,,F,,,,,,,,,,,CBK0001796,usr19352,MCH5990,12-Feb-2026,02-22-2026,"Rs. 2,551",account hacked,payment made to unknown merchant as per customer statement.,IN_PROGRESS,04-Mar-2026,LOW,Branch,1
TXN00014038,,USR19604,MCH4460,0.10231,925898704543,5411.0,S,BUMB PLC,5942,BOOKS,PRIVATE_LIMITED,chennai,Tamil Nadu,,XXXX4424,A,696.95,,,,,,,,,,,,,0
TXN00018715,,USR13566,MCH1000,1946.18,UTR6382970625,4131.0,S,,,,,,,,,,,,,,,,,,,,,,,0
TXN00015856,,USR72966,MCH2041,7292.14,UTR0172213011,5411.0,Fail,"Sagar, Chakraborty and Kurian",4131,TRAVEL,sole_proprietor,ludhiana,Punjab,1711103801,,INACTIVE,,,,,,,,,,,,,,0
TXN00000185,,USR87121,MCH6214,6455.96,UTR8088401244,5411.0,S,,,,,,,,,,,,,,,,,,,,,,,0
TXN00012231,,USR57796,MCH1907,15377.21,UTR4572602870,7011.0,S,,,,,,,,,,,,,,,,,,,,,,,0
TXN00008931,2026-01-30 10:51:08,USR77127,MCH8973,0.9849,237557122952,5812.0,SUCCESS,,,,,,,,,,,,,,,,,,,,,,,0
TXN00012980,2026-03-20 04:41:20,USR51654,MCH9283,0.18199,UTR5800965300,5411.0,S,,,,,,,,,,,,,,,,,,,,,,,0
TXN00014494,,USR55463,MCH2479,1806.77,UTR7352586812,4131.0,SUCCESS,,,,,,,,,,,,,,,,,,,,,,,0
TXN00013928,2026-02-19 10:25:31,USR19269,MCH2748,0.909,UTR2378727230,7011.0,Success,,,,,,,,,,,,,,,,,,,,,,,0
TXN00019832,,USR48691,MCH7985,6785.08,476519148701,4131.0,COMPLETED,"Ba1ay, Mammen and Raman",05812,RESTAURANTS,Partnership,LKO,Uttar Pradesh,16/12/2023 07:17 PM,,Active,"2,429.67",,,,,,,,,,,,,0
TXN00000612,2026-01-25 02:16:17,USR51864,MCH7140,19987.27,UTR9986078091,7011.0,COMPLETED,,,,,,,,,,,,,,,,,,,,,,,0
TXN00007497,2026-02-09 16:40:41,USR15482,MCH4801,1823.64,UTR1888445933,4131.0,SUCCESS,  Bhargava-Basak  ,5311,RETAIL,SOLE_PROPRIETOR,Lucknow,Uttar Pradesh,2025-11-18 06:19:46,XXXX3111,Live,2920.36,CBK0002128,USR22535,MCH7048,2026-02-09 16:05:34,10/02/2026 03:05 PM,-5331.95,scam,User claims account was compromised before transaction. urgent,In Progress,2026/02/13,High,App,1
TXN00003131,2026-02-05 11:55:28,USR20180,MCH4685,20129.21,UTR0970802291,7011.0,Success,Mukhopadhyay-Cheema,,BOOKS,private_limited,Chennai,Tamil Nadu,1690025508,3857368814,SUSPENDED,,,,,,,,,,,,,,0
TXN00015621,2026-01-18 18:39:52,USR90441,MCH9806,10708.04,UTR6010307996,5912.0,TXN_SUCCESS,Hari-Kant,5411,GROCERIES,individual,amritsar,Punjab,2023/12/26,JKYA8958406507555,A,"INR 1,398.42",,,,,,,,,,,,,0
TXN00006759,,USR85060,MCH8110,24980.0,UTR9388842657,7011.0,TXN_SUCCESS,,,,,,,,,,,,,,,,,,,,,,,0
TXN00008400,2026-02-17 02:59:41,USR16956,MCH3271,23921.32,UTR6283690870,4131.0,Success,,,,,,,,,,,CBK0000703,USR58377,MCH6418,08-Feb-2026,2026/02/11,1939.11,Account Takeover,USER REPORTS MONEY DEDUCTED BUT MERCHANT DENIES RECEIVING PAYMENT.,Open,,LOW,App,1
TXN00012309,2026-02-01 09:53:56,USR48425,MCH2460,4318.18,UTR3839888387,5912.0,Success,,,,,,,,,,,,,,,,,,,,,,,0
TXN00000688,2026-03-13 13:25:20,USR48401,MCH1042,7006.68,UTR9634407789,5812.0,TXN_SUCCESS,,,,,,,,,,,,,,,,,,,,,,,0
TXN00013770,2026-01-30 02:11:31,USR95069,MCH9229,4776.0,UTR0428979487,7011.0,S,  Anne-Parikh  ,,BOOKS_STATIONERY,Private Limited,jaipur,Rajasthan,10-23-2025,,Disabled,173.81,,,,,,,,,,,,,0
TXN00010976,2026-03-16 11:27:40,USR37512,MCH5753,11208.74,UTR8867301664,5411.0,COMPLETED,Zachariah-Rai,5812,FOOD_SERVICES,PRIVATE_LIMITED,HYDERABAD,Telangana,01-Dec-2023,,Enabled,"INR 3,163.49",,,,,,,,,,,,,0
TXN00013821,2026-01-05 06:18:20,USR91910,MCH5139,4396.03,UTR9107992269,5912.0,TXN_SUCCESS,,,,,,,,,,,,,,,,,,,,,,,0
TXN00013659,2026-02-28 05:06:46,USR79296,MCH1156,5052.97,UTR6918406084,,TXN_SUCCESS,,,,,,,,,,,,,,,,,,,,,,,0
TXN00013045,,USR54602,MCH6095,10655.76,UTR7532328377,5411.0,COMPLETED,,,,,,,,,,,CBK0000337,USR 42531,MCH1288,2026/01/19,20/01/2026 08:51 AM,546.9,Service Not Provided,Customer complaint text unclear due to poor call center notes.,Rejected,,Low,CHATBOT,1
TXN00013045,,USR54602,MCH6095,10655.76,UTR7532328377,5411.0,COMPLETED,,,,,,,,,,,CBK0002626,USR87914,MCH6675,2026-01-24 23:00:10,,"INR 1,342.39",delivery issue,Merchant service was not delivered after payment.,REJECTED,21/02/2026,L,ivr,1
TXN00006537,2026-03-22 03:06:50,USR19121,MCH1126,16736.19,UTR6308008500,5411.0,SUCCESS,,,,,,,,,,,CBK0001103,USR64942,MCH8349,25/02/2026,2026-03-12 23:58:49,Rs. 418,customer issue,User says UPI PIN was not entered by them.,Pending Bank,21/03/2026 11:58 PM,MEDIUM,ivr,1
TXN00003148,2026-02-14 08:51:37,USR58241,MCH1839,16665.0,UTR7160097589,,TXN_SUCCESS,Krish Group,05411,GROCERY STORES,SOLE_PROPRIETOR,Jalandhar,Punjab,29/01/2024 08:47 PM,,Active,"₹1,503.47",,,,,,,,,,,,,0
TXN00008024,,USR22800,MCH7852,10268.52,UTR0710180185,,TXN_SUCCESS,,,,,,,,,,,,,,,,,,,,,,,0
TXN00003426,,USR70709,MCH5886,15491.96,UTR9465075313,7011.0,FAILED,,,,,,,,,,,,,,,,,,,,,,,0
TXN00017110,,USR74512,MCH4158,20719.09,UTR6783190476,5812.0,Success,,,,,,,,,,,,,,,,,,,,,,,0
TXN00002314,,USR72446,MCH8846,17559.45,UTR1531630966,4131.0,TXN_SUCCESS,,,,,,,,,,,CBK0001482,usr_23329,MCH8420,1772722119,08-Mar-2026,Rs. 505,item not received,User reports money deducted but merchant denies receiving payment.,CLOSED,27/03/2026,P2,Branch,1
TXN00002314,,USR72446,MCH8846,17559.45,UTR1531630966,4131.0,TXN_SUCCESS,,,,,,,,,,,CBK0002469,USR99748,MCH 7621,22/02/2026,2026-02-23 18:44:31,725.65,amount mismatch,User reports money deducted but merchant denies receiving payment.,WIP,2026/03/24,P2,IVR,1
TXN00007293,,USR72033,MCH8660,2662.19,UTR3614175306,5411.0,Pending,,,,,,,,,,,,,,,,,,,,,,,0
TXN00008715,2026-03-21 18:25:46,USR21905,MCH8670,0.22229,UTR6513955105,5411.0,S,,,,,,,,,,,,,,,,,,,,,,,0
TXN00012583,,USR28977,MCH6277,18917.28,UTR4308028917,5411.0,SUCCESS,"MANGAT, KAUR AND GUHA",07011,HOSPITALITY,PARTNERSHIP,New Delhi,Delhi,2024-04-07 03:31:48,,Active,"Rs. 1,786",,,,,,,,,,,,,0
TXN00015314,,USR95046,MCH1380,320.0,UTR6823860415,4131.0,COMPLETED,Mahal-Khare,5999,MISCELLANEOUS,private_limited,mumbai,Maharashtra,23/02/2025 12:44 AM,TLPQ4078335945068,ACTIVE,"Rs. 3,004",,,,,,,,,,,,,0
TXN00013142,2026-03-06 18:44:13,USR66401,MCH7833,7052.82,UTR8080687154,4131.0,S,"Chopra, Baral and Hayre",5942,BOOKS,sole_proprietor,HYDERABAD,Telangana,1676015614,,SUSPENDED,Rs. 648,,,,,,,,,,,,,0
TXN00009635,2026-02-25 19:05:50,USR24406,MCH6217,7161.66,UTR8712792100,5411.0,SUCCESS,,,,,,,,,,,CBK0001685,USR26009,MCH-8203,2026-01-29 11:05:25,13/02/2026,"₹1,538.91",double debit,USER REPORTS MONEY DEDUCTED BUT MERCHANT DENIES RECEIVING PAYMENT.,Pending Bank,13-Feb-2026,Low,CHATBOT,1
TXN00002283,2026-03-27 15:19:16,USR99753,MCH5260,11817.61,UTR3443074718,7011.0,Declined,"Memon, Ben and Sant",5912,MEDICAL,Sole Proprietor,jalandhar,Punjab,25-Jul-2024,XXXX7324,ACTIVE,"Rs. 1,467",,,,,,,,,,,,,0
TXN00015296,,USR92842,MCH1225,19642.19,UTR7629827083,5912.0,COMPLETED,,,,,,,,,,,,,,,,,,,,,,,0
TXN00011502,,USR62344,MCH1009,0.22113,310084152190,,Pending,Bha11a-Dave,,BUS/TAXI,INDIVIDUAL,mumbai,Maharashtra,01-08-2024,BAVP5007663773178,Live,"Rs. 1,496",,,,,,,,,,,,,0
TXN00013851,,USR62186,MCH9004,3502.89,UTR3755741443,5912.0,TXN_SUCCESS,Vaidya-Subramanian,,CHEMIST,private_limited,LDH,Punjab,08/03/2025 07:05 PM,UZFO1636955430005,SUSPENDED,-1239.93,,,,,,,,,,,,,0
TXN00014179,,USR96516,MCH8266,1941.56,UTR 3888722652,7011.0,SUCCESS,,,,,,,,,,,,,,,,,,,,,,,0
TXN00010385,,USR82067,MCH2390,22337.15,402271683986,5411.0,SUCCESS,Bandi-Sidhu,5311,RETAIL,Sole Proprietor,JPR,Rajasthan,,XXXX9688,Live,1091.1,,,,,,,,,,,,,0
TXN00014934,,USR74688,MCH9718,8450.52,UTR0803925160,5411.0,COMPLETED,Mammen and Sons,5411,KIRANA,SOLE_PROPRIETOR,Jalandar,Punjab,06-20-2023,3331553891,Active,678.94,,,,,,,,,,,,,0
TXN00011111,2026-02-28 03:31:04,USR90897,MCH4909,16044.08,UTR4114717169,,Success,,,,,,,,,,,,,,,,,,,,,,,0
TXN00002918,2026-02-03 10:46:39,USR20316,MCH1284,21212.15,UTR 3706514989,5812.0,FAILED,,,,,,,,,,,,,,,,,,,,,,,0
TXN00018863,2026-03-01 00:44:26,USR85229,MCH6633,1475.13,UTR5196678474,5812.0,S,,,,,,,,,,,,,,,,,,,,,,,0
TXN00008262,2026-02-08 10:18:00,USR73107,MCH3605,0.4594,UTR0398721031,4131.0,Success,Bhasin Ltd,04131,TRAVEL,PARTNERSHIP,LDH,Punjab,15/11/2023,,A,"₹1,858.98",,,,,,,,,,,,,0
TXN00000193,2026-01-12 02:55:29,USR65234,MCH9673,22511.0,UTR1936995584,4131.0,SUCCESS,,,,,,,,,,,,,,,,,,,,,,,0
TXN00006601,,USR97789,MCH6178,13341.67,UTR 8000883763,,Fail,,,,,,,,,,,,,,,,,,,,,,,0
TXN00001394,2026-02-01 09:16:57,USR84873,MCH8399,12999.15,UTR0884598694,5912.0,COMPLETED,,,,,,,,,,,,,,,,,,,,,,,0
TXN00012520,2026-03-09 04:01:31,USR99817,MCH8379,15105.76,UTR4149749531,5411.0,Success,"B0rah, Kaur and Gera",5912,PHARMACY,INDIVIDUAL,Jaipur,Rajasthan,,,ACTIVE,351.15,,,,,,,,,,,,,0
TXN00015132,,USR77410,MCH8009,24621.8,UTR 5125000371,7011.0,COMPLETED,,,,,,,,,,,,,,,,,,,,,,,0
TXN00012817,,USR91224,MCH8743,19808.34,UTR4116969935,7011.0,COMPLETED,,,,,,,,,,,,,,,,,,,,,,,0
TXN00001171,,USR19579,MCH7519,15427.0,UTR7186698524,5411.0,TXN_FAILED,"Sarkar, Garg and Kumar",4131,BUS/TAXI,partnership,LKO,Uttar Pradesh,01/06/2025,6307100507,I,₹771.94,,,,,,,,,,,,,0
TXN00002162,,USR43840,MCH4781,15527.0,UTR5876468431,5912.0,Success,Pillai Group,misc,RETAIL,INDIVIDUAL,jalandhar,Punjab,20-Mar-2023,,Enabled,541.83,,,,,,,,,,,,,0
TXN00011225,2026-01-12 07:37:03,USR59227,MCH3520,0.10343,UTR0250929365,4131.0,S,"Kannan, Bail and Sundaram",5699.0,CLOTHS,sole_proprietor,LDH,Punjab,16/09/2024 08:13 AM,XXXX2156,Active,-383.3,,,,,,,,,,,,,0
TXN00005672,,USR54906,MCH5471,7161.0,UTR9181366635,5411.0,TXN_SUCCESS,,,,,,,,,,,,,,,,,,,,,,,0
TXN00019407,2026-02-21 12:03:50,USR28520,MCH5506,3678.38,UTR1479185459,5411.0,Success,,,,,,,,,,,,,,,,,,,,,,,0
TXN00007182,2026-03-16 16:21:59,USR23051,MCH9898,10245.0,UTR3010171738,7011.0,COMPLETED,,,,,,,,,,,CBK0002788,usr38163,MCH-5980,2026/03/11,13/03/2026 01:58 AM,7942.83,complaint,Customer says transaction was not authorized.,WIP,2026/03/24,LOW,Branch,1
TXN00001162,2026-02-22 00:39:12,USR79699,MCH4090,3230.46,UTR3392431703,,SUCCESS,DubeGroup,5311,DEPARTMENT STORE,Individual,Jaipur,Rajasthan,12-06-2024,NPEH3410333318653,A,"5,497.54",,,,,,,,,,,,,0
TXN00006985,,USR87348,MCH2270,21064.94,UTR5226664566,,S,,,,,,,,,,,,,,,,,,,,,,,0
TXN00007592,2026-03-04 03:59:12,USR87872,MCH4231,21002.0,UTR5263384600,7011.0,Success,,,,,,,,,,,,,,,,,,,,,,,0
TXN00005426,,USR34504,MCH7591,14417.86,UTR0737486880,,TXN_SUCCESS,Gour-Hora,5812.0,FOOD_SERVICES,Sole Proprietor,ASR,Punjab,12/07/2023 05:34 AM,XXXX5661,ACTIVE,"₹1,230.68",,,,,,,,,,,,,0
TXN00013905,2026-03-26 17:53:29,USR26522,MCH8864,12898.25,UTR8242863285,5912.0,TXN_SUCCESS,Lala-Ben,5912,PHARMACIES,INDIVIDUAL,Ludhiana,Punjab,28/12/2025 05:23 AM,,Live,869.20,,,,,,,,,,,,,0
TXN00002387,2026-03-05 17:54:18,USR94410,MCH6976,9285.6,UTR5747053699,5812.0,TXN_SUCCESS,,,,,,,,,,,,,,,,,,,,,,,0
TXN00008389,,USR51670,MCH4357,14880.21,UTR5886629952,5912.0,SUCCESS,Som and Sons,MCC-5311,RETAIL,INDIVIDUAL,LDH,Punjab,,XXXX0823,Enabled,,,,,,,,,,,,,,0
